OrderID,OrderDate,CustomerID,BookID,BookName,Author,BookCategory,PriceINR,Quantity,TotalINR,PaymentType,StoreLocation
O101513,11/5/2024 3:39,C7305,B1044,Midnight Garden,Tara Mehta,Self-Help,1279.61,1,1279.61,UPI,Bengaluru
O101514,6/9/2025 18:56,C9267,B1110,Golden Skies,Meera Patel,Mystery,312.51,1,312.51,Cash,Mumbai
O101515,3/26/2025 3:10,C5937,B1026,Glowing Empire,Ananya Verma,Self-Help,1197.7,1,1197.7,NetBanking,Mumbai
O101516,9/4/2025 4:12,C8899,B1119,Golden Echoes - Vol 4,Rahul Singh,Self-Help,1405.99,1,1405.99,Card,Bengaluru
O101517,6/24/2023 3:15,C2728,B1085,Forgotten Storms,Deepak Roy,Romance,225.59,1,225.59,NetBanking,Kolkata
O101518,8/9/2025 11:53,C7283,B1033,Fading Pages - Vol 7,Ananya Bose,Mystery,165.04,1,165.04,UPI,Bengaluru
O101519,11/12/2024 17:20,C3016,B1019,Lost Pages,Deepak Sharma,Sci-Fi,464.44,1,464.44,Card,Ahmedabad
O101520,3/25/2025 12:07,C4666,B1113,Modern Forest - Vol 12,Isha Khan,Non-Fiction,1459.22,1,1459.22,Cash,Hyderabad
O101521,7/21/2025 13:53,C8159,B1013,Midnight Sea,Neha Roy,Biography,1285.07,1,1285.07,Card,Bengaluru
O101522,4/29/2023 10:35,C2436,B1043,Gentle Mirror,Rohit Gupta,Sci-Fi,280.46,1,280.46,Cash,Delhi
O101523,1/28/2025 21:33,C4082,B1106,Ancient Song - Vol 6,Ananya Desai,Fantasy,180.73,1,180.73,Cash,Hyderabad
O101524,5/23/2025 11:24,C7229,B1034,Midnight Machine,Arjun Gupta,Mystery,609.08,1,609.08,Cash,Chennai
O101525,8/27/2024 19:30,C4110,B1031,Ancient Mirror,Amit Desai,Fiction,1416.51,1,1416.51,NetBanking,Pune
O101526,2/28/2025 13:17,C3069,B1023,Hidden Garden,Karan Bose,Fantasy,963.71,1,963.71,Card,Delhi
O101527,1/10/2023 19:35,C8546,B1106,Ancient Song - Vol 6,Ananya Desai,Biography,1446.96,1,1446.96,UPI,Mumbai
O101528,5/7/2025 7:58,C9189,B1035,Gentle Paths,Karan Iyer,Sci-Fi,689.76,1,689.76,NetBanking,Mumbai
O101529,10/18/2023 5:18,C1562,B1013,Midnight Sea,Neha Roy,Children,503.5,1,503.5,UPI,Chennai
O101530,12/6/2024 4:29,C5480,B1067,Fading Promises,Meera Desai,History,887.18,1,887.18,NetBanking,Bengaluru
O101531,10/26/2023 13:42,C1963,B1015,Lonely Rivers,Maya Singh,Self-Help,177.8,1,177.8,UPI,Mumbai
O101532,5/18/2025 8:11,C1861,B1027,Burning Voices,Karan Bose,Romance,834.7,2,1669.4,Card,Ahmedabad
O101533,11/3/2023 5:47,C1353,B1002,Gentle Rivers,Maya Das,Biography,439.07,1,439.07,NetBanking,Hyderabad
O101534,11/25/2024 17:14,C6706,B1042,Ancient Sea,Amit Mehta,Biography,481.77,1,481.77,NetBanking,Pune
O101535,6/24/2024 10:18,C5626,B1065,Crimson Skies (66),Tara Bose,Non-Fiction,1342.04,3,4026.12,Card,Pune
O101536,5/15/2023 11:46,C1886,B1114,Crimson Forest,Rhea Das,Non-Fiction,643.49,1,643.49,UPI,Ahmedabad
O101537,8/14/2024 5:00,C8239,B1079,Hidden Dreams,Rhea Bose,Mystery,676.03,2,1352.06,NetBanking,Chennai
O101538,8/3/2023 7:56,C4205,B1017,Shadow Promises,Tara Bose,Mystery,179.37,2,358.74,Cash,Hyderabad
O101539,4/15/2023 5:22,C7169,B1038,Modern Machine - Vol 12,Rhea Khan,Children,1128.73,2,2257.46,NetBanking,Mumbai
O101540,4/9/2023 12:56,C8763,B1044,Midnight Garden,Tara Mehta,Fiction,1027.46,1,1027.46,Card,Kolkata
O101541,6/11/2024 23:40,C6545,B1055,Lost Garden - Vol 9,Ananya Iyer,Non-Fiction,1284.79,1,1284.79,NetBanking,Mumbai
O101542,9/8/2023 1:14,C2946,B1003,Hidden Paths - Vol 4,Tara Roy,Biography,1179.25,1,1179.25,Card,Pune
O101543,11/6/2023 21:42,C3826,B1105,Bright Rivers (106),Rahul Singh,Self-Help,1284.17,1,1284.17,NetBanking,Delhi
O101544,6/4/2025 23:40,C7260,B1095,Wild Paths,Deepak Bose,Self-Help,498.38,3,1495.14,UPI,Ahmedabad
O101545,1/12/2023 4:22,C2910,B1005,Gentle Forest,Arjun Sharma,Fantasy,568.47,1,568.47,Cash,Delhi
O101546,10/18/2024 18:33,C4685,B1066,Secret Song,Saurav Das,Self-Help,1262.49,2,2524.98,Cash,Ahmedabad
O101547,12/11/2024 3:26,C3967,B1095,Wild Paths,Deepak Bose,Sci-Fi,1451.77,1,1451.77,NetBanking,Ahmedabad
O101548,11/2/2023 20:48,C3051,B1040,Wild Skies,Isha Bose,Biography,410.81,2,821.62,Cash,Hyderabad
O101549,12/31/2024 19:34,C4029,B1119,Golden Echoes - Vol 4,Rahul Singh,Non-Fiction,1230.69,3,3692.07,NetBanking,Kolkata
O101550,7/23/2024 19:31,C9684,B1083,Golden Storms (84),Sana Verma,Biography,647.13,1,647.13,NetBanking,Delhi
O101551,5/7/2025 21:17,C9830,B1076,Gentle Memory - Vol 5,Meera Sharma,History,1485.67,1,1485.67,Cash,Bengaluru
O101552,7/5/2023 21:48,C3948,B1059,Broken Memory,Amit Verma,Non-Fiction,383.57,1,383.57,Cash,Ahmedabad
O101553,5/6/2023 1:25,C3110,B1017,Shadow Promises,Tara Bose,Fantasy,286.01,3,858.03,Card,Mumbai
O101554,7/29/2024 9:20,C1573,B1022,Crimson Dreams,Neha Verma,Non-Fiction,210.59,2,421.18,Cash,Delhi
O101555,11/2/2023 13:14,C9919,B1068,Golden Rivers,Tara Roy,History,543.65,1,543.65,Card,Pune
O101556,9/12/2023 10:56,C1756,B1029,Forgotten Forest,Deepak Mehta,Fiction,1190.5,1,1190.5,UPI,Ahmedabad
O101557,8/13/2024 17:51,C6127,B1119,Golden Echoes - Vol 4,Rahul Singh,Mystery,696.62,2,1393.24,UPI,Bengaluru
O101558,11/9/2024 1:37,C4884,B1077,Secret Dreams,Karan Iyer,Non-Fiction,1118.72,1,1118.72,Cash,Bengaluru
O101559,11/3/2023 7:50,C3198,B1093,Modern Machine,Arjun Das,Mystery,258.24,1,258.24,Card,Hyderabad
O101560,5/12/2023 22:39,C7914,B1077,Secret Dreams,Karan Iyer,Sci-Fi,340.12,1,340.12,Cash,Chennai
O101561,1/26/2024 23:39,C3675,B1009,Bright Rivers,Saurav Roy,Sci-Fi,442.43,1,442.43,NetBanking,Ahmedabad
O101562,8/25/2025 9:15,C7968,B1020,Gentle Echoes - Vol 7,Rhea Desai,Non-Fiction,1427.64,1,1427.64,Card,Bengaluru
O101563,10/6/2024 9:48,C4156,B1080,Wild Mirror - Vol 9,Rohit Patel,Non-Fiction,439.2,2,878.4,UPI,Mumbai
O101564,4/21/2025 5:35,C6183,B1075,Burning Cities,Vikram Gupta,Biography,169.55,3,508.65,NetBanking,Pune
O101565,9/14/2025 21:58,C5055,B1074,Whispering Stars,Siddharth Mehta,Fiction,699.19,1,699.19,Cash,Chennai
O101566,6/28/2024 4:00,C9984,B1098,Bright Song - Vol 5,Vikram Gupta,Non-Fiction,159.51,1,159.51,NetBanking,Delhi
O101567,10/17/2024 3:14,C6944,B1005,Gentle Forest,Arjun Sharma,Fantasy,1197.85,1,1197.85,UPI,Chennai
O101568,6/8/2025 8:13,C5483,B1110,Golden Skies,Meera Patel,Mystery,175.52,1,175.52,Cash,Delhi
O101569,8/16/2023 13:47,C2720,B1076,Gentle Memory - Vol 5,Meera Sharma,Biography,900.81,1,900.81,Cash,Mumbai
O101570,1/15/2025 11:09,C9021,B1089,Lost Paths,Deepak Roy,History,499.55,2,999.1,Cash,Hyderabad
O101571,6/5/2025 10:16,C5440,B1071,Golden Promises,Siddharth Khan,Children,1366.95,1,1366.95,Cash,Kolkata
O101572,11/22/2023 14:11,C3960,B1045,Bright Sea,Saurav Das,Mystery,388.14,1,388.14,UPI,Pune
O101573,8/29/2024 4:38,C5244,B1012,Whispering Rivers,Saurav Bose,Self-Help,1267.83,2,2535.66,Cash,Mumbai
O101574,5/27/2023 13:47,C5380,B1080,Wild Mirror - Vol 9,Rohit Patel,Mystery,431.76,2,863.52,Cash,Hyderabad
O101575,11/25/2024 22:09,C7852,B1068,Golden Rivers,Tara Roy,Romance,243.99,1,243.99,NetBanking,Mumbai
O101576,12/29/2023 17:03,C9228,B1117,Glowing Echoes,Rohit Khan,Self-Help,585.35,2,1170.7,UPI,Chennai
O101577,6/17/2024 8:19,C6000,B1029,Forgotten Forest,Deepak Mehta,Biography,505.77,1,505.77,Cash,Chennai
O101578,2/28/2025 11:23,C2476,B1070,Silent Rivers,Amit Verma,Biography,190.73,1,190.73,Cash,Delhi
O101579,8/25/2025 3:24,C3705,B1036,Bright Song,Deepak Desai,Romance,1123.26,1,1123.26,Cash,Delhi
O101580,7/21/2024 17:56,C1175,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Sci-Fi,850.79,1,850.79,NetBanking,Mumbai
O101581,5/24/2024 18:45,C9722,B1105,Bright Rivers (106),Rahul Singh,Self-Help,407.64,1,407.64,Cash,Pune
O101582,9/23/2024 6:55,C1119,B1054,Wild Machine - Vol 4,Ananya Khan,Fiction,332.23,1,332.23,NetBanking,Hyderabad
O101583,1/26/2025 19:13,C1693,B1069,Gentle Skies - Vol 9,Rahul Khan,Romance,597.9,1,597.9,NetBanking,Mumbai
O101584,7/14/2025 8:11,C3864,B1095,Wild Paths,Deepak Bose,History,1057.3,1,1057.3,Cash,Hyderabad
O101585,6/10/2024 12:51,C1834,B1099,Midnight Legends,Deepak Khan,Mystery,926.49,1,926.49,NetBanking,Ahmedabad
O101586,6/24/2023 13:35,C2855,B1033,Fading Pages - Vol 7,Ananya Bose,Biography,386.75,1,386.75,UPI,Bengaluru
O101587,5/21/2025 4:17,C5752,B1092,Lost Echoes,Ananya Khan,History,595.5,1,595.5,UPI,Ahmedabad
O101588,9/29/2023 7:45,C1036,B1110,Golden Skies,Meera Patel,Sci-Fi,529.96,1,529.96,NetBanking,Bengaluru
O101589,8/9/2025 23:24,C9446,B1018,Secret Stars,Isha Das,Sci-Fi,1013.74,2,2027.48,Cash,Ahmedabad
O101590,5/18/2025 17:46,C1942,B1078,Gentle Dreams,Maya Das,Children,1259.14,1,1259.14,UPI,Kolkata
O101591,4/16/2024 11:57,C5888,B1003,Hidden Paths - Vol 4,Tara Roy,Children,265.61,1,265.61,UPI,Delhi
O101592,12/25/2023 6:46,C7587,B1086,Broken Legends,Rhea Bose,Fiction,1137.63,1,1137.63,UPI,Kolkata
O101593,3/17/2024 17:54,C4236,B1057,Lost Dreams (58),Arjun Sharma,Non-Fiction,168.18,5,840.9,Cash,Mumbai
O101594,5/7/2023 17:44,C1113,B1076,Gentle Memory - Vol 5,Meera Sharma,Biography,1488.77,1,1488.77,Card,Chennai
O101595,4/26/2024 14:23,C7132,B1006,Forgotten Stars,Maya Patel,Romance,281.73,1,281.73,UPI,Hyderabad
O101596,7/2/2025 6:37,C9788,B1030,Whispering Sea,Ananya Mehta,Biography,1029.34,1,1029.34,UPI,Delhi
O101597,11/3/2024 15:59,C3651,B1060,Ancient Storms,Tara Khan,Self-Help,999.67,5,4998.35,Card,Hyderabad
O101598,1/6/2023 13:04,C4251,B1031,Ancient Mirror,Amit Desai,Biography,974.14,1,974.14,Cash,Bengaluru
O101599,2/11/2023 4:52,C7464,B1001,Golden Echoes - Vol 2,Maya Sharma,Sci-Fi,973.29,1,973.29,NetBanking,Hyderabad
O101600,6/14/2023 7:14,C8852,B1095,Wild Paths,Deepak Bose,Fiction,1292.94,1,1292.94,UPI,Delhi
O101601,5/15/2024 20:01,C9119,B1116,Bright Empire (117),Deepak Gupta,Biography,712.45,1,712.45,Card,Hyderabad
O101602,5/28/2024 14:09,C3153,B1010,Shadow Sea,Sameer Verma,Biography,886.99,2,1773.98,Cash,Delhi
O101603,5/10/2023 5:39,C6638,B1025,Forgotten Garden,Deepak Das,Fiction,842.05,1,842.05,Cash,Bengaluru
O101604,11/25/2024 12:27,C8039,B1080,Wild Mirror - Vol 9,Rohit Patel,Fiction,1347.19,5,6735.95,Cash,Pune
O101605,10/24/2023 10:16,C8961,B1064,Hidden Skies - Vol 12,Meera Mehta,Self-Help,1019.24,2,2038.48,Cash,Pune
O101606,9/24/2024 5:33,C9376,B1070,Silent Rivers,Amit Verma,Romance,468.92,2,937.84,Card,Bengaluru
O101607,2/24/2025 4:11,C5317,B1107,Forgotten Song - Vol 3,Nisha Mehta,Sci-Fi,204.13,1,204.13,Card,Pune
O101608,4/30/2024 3:45,C9230,B1049,Ancient Memory,Arjun Singh,Romance,1049.22,2,2098.44,Card,Bengaluru
O101609,10/6/2024 23:06,C3436,B1011,Hidden Machine,Rhea Roy,Children,329.3,2,658.6,Card,Delhi
O101610,2/15/2024 1:23,C5486,B1053,Whispering Sea (54),Nisha Iyer,Mystery,951.74,1,951.74,Card,Mumbai
O101611,1/19/2023 22:26,C4270,B1059,Broken Memory,Amit Verma,Biography,121.86,1,121.86,Cash,Kolkata
O101612,2/22/2024 19:06,C6020,B1027,Burning Voices,Karan Bose,Biography,1179.87,1,1179.87,Card,Bengaluru
O101613,3/12/2024 17:26,C2005,B1059,Broken Memory,Amit Verma,Fantasy,1420.48,1,1420.48,NetBanking,Kolkata
O101614,4/23/2023 9:48,C6956,B1119,Golden Echoes - Vol 4,Rahul Singh,Sci-Fi,1150.22,1,1150.22,UPI,Hyderabad
O101615,9/10/2023 11:38,C1779,B1036,Bright Song,Deepak Desai,Biography,1016.94,1,1016.94,Card,Kolkata
O101616,2/23/2023 11:42,C4473,B1056,Golden Storms,Sana Mehta,Fiction,1291.39,1,1291.39,UPI,Ahmedabad
O101617,7/19/2025 22:04,C2650,B1040,Wild Skies,Isha Bose,Sci-Fi,1494.74,1,1494.74,NetBanking,Mumbai
O101618,8/29/2025 17:53,C6956,B1088,Ancient Cities,Priya Iyer,Sci-Fi,1400.9,1,1400.9,UPI,Chennai
O101619,4/10/2023 0:29,C3134,B1075,Burning Cities,Vikram Gupta,Non-Fiction,158.4,1,158.4,UPI,Hyderabad
O101620,1/30/2025 21:26,C9664,B1097,Bright Voices,Vikram Khan,Fantasy,1281.14,1,1281.14,UPI,Bengaluru
O101621,8/4/2023 21:16,C7292,B1065,Crimson Skies (66),Tara Bose,Sci-Fi,708,1,708,Cash,Delhi
O101622,10/6/2024 21:54,C2971,B1023,Hidden Garden,Karan Bose,Mystery,799.29,1,799.29,Cash,Bengaluru
O101623,12/22/2024 16:13,C2616,B1056,Golden Storms,Sana Mehta,Romance,1451.15,1,1451.15,Cash,Hyderabad
O101624,1/12/2025 17:15,C4309,B1011,Hidden Machine,Rhea Roy,Sci-Fi,936.39,1,936.39,Card,Kolkata
O101625,7/16/2023 15:13,C5137,B1102,Broken Dreams - Vol 3,Ananya Verma,Mystery,809.88,1,809.88,UPI,Hyderabad
O101626,10/6/2024 4:16,C8145,B1077,Secret Dreams,Karan Iyer,Self-Help,1278.11,1,1278.11,Cash,Ahmedabad
O101627,6/20/2024 18:20,C1358,B1033,Fading Pages - Vol 7,Ananya Bose,Biography,1384.91,1,1384.91,Card,Chennai
O101628,10/24/2023 1:39,C1996,B1119,Golden Echoes - Vol 4,Rahul Singh,Mystery,1294.35,5,6471.75,Card,Pune
O101629,12/2/2024 19:23,C9412,B1021,Broken Song,Rhea Mehta,Self-Help,844.62,1,844.62,Cash,Mumbai
O101630,2/7/2025 18:32,C7293,B1099,Midnight Legends,Deepak Khan,Self-Help,954.96,1,954.96,NetBanking,Pune
O101631,10/6/2023 7:32,C4015,B1044,Midnight Garden,Tara Mehta,Children,1057.21,3,3171.63,Cash,Mumbai
O101632,8/12/2023 21:33,C1145,B1066,Secret Song,Saurav Das,Children,469.76,2,939.52,NetBanking,Chennai
O101633,5/22/2025 8:01,C5855,B1015,Lonely Rivers,Maya Singh,Sci-Fi,420.47,1,420.47,UPI,Delhi
O101634,8/18/2023 1:39,C9741,B1103,Broken Promises,Amit Khan,Mystery,296.2,1,296.2,Card,Chennai
O101635,10/16/2024 5:23,C5550,B1077,Secret Dreams,Karan Iyer,Fiction,1124.98,1,1124.98,Card,Chennai
O101636,10/19/2024 9:03,C4440,B1108,Hidden Cities,Arjun Sharma,Fiction,1274.59,1,1274.59,Cash,Kolkata
O101637,10/9/2024 22:01,C7047,B1045,Bright Sea,Saurav Das,Fantasy,305.58,1,305.58,UPI,Delhi
O101638,9/28/2023 4:51,C7690,B1040,Wild Skies,Isha Bose,History,755.26,1,755.26,UPI,Hyderabad
O101639,10/2/2024 0:22,C6824,B1004,Wild Pages - Vol 4,Rahul Das,Fiction,262.64,1,262.64,Card,Chennai
O101640,9/20/2023 0:34,C9804,B1103,Broken Promises,Amit Khan,Mystery,517.5,1,517.5,Cash,Pune
O101641,6/9/2025 22:48,C4377,B1042,Ancient Sea,Amit Mehta,Sci-Fi,120.04,2,240.08,NetBanking,Bengaluru
O101642,10/3/2023 7:25,C7479,B1016,Bright Empire,Deepak Singh,Fantasy,884.46,1,884.46,Card,Ahmedabad
O101643,1/17/2025 15:47,C7039,B1061,Golden Memory,Priya Bose,Romance,865.07,2,1730.14,Card,Ahmedabad
O101644,5/22/2024 6:36,C8526,B1083,Golden Storms (84),Sana Verma,Non-Fiction,900.16,1,900.16,Card,Mumbai
O101645,8/6/2024 17:51,C3955,B1069,Gentle Skies - Vol 9,Rahul Khan,Romance,1240.1,1,1240.1,UPI,Kolkata
O101646,6/16/2023 6:28,C7458,B1065,Crimson Skies (66),Tara Bose,Sci-Fi,957.24,1,957.24,Card,Delhi
O101647,3/15/2023 15:31,C5018,B1088,Ancient Cities,Priya Iyer,Mystery,657.67,1,657.67,NetBanking,Pune
O101648,1/11/2025 19:10,C3249,B1043,Gentle Mirror,Rohit Gupta,Non-Fiction,253.27,1,253.27,Cash,Delhi
O101649,1/29/2024 0:45,C2802,B1110,Golden Skies,Meera Patel,Biography,1467,1,1467,Cash,Kolkata
O101650,9/12/2023 3:02,C5385,B1053,Whispering Sea (54),Nisha Iyer,Mystery,1324.72,5,6623.6,Card,Kolkata
O101651,9/7/2025 3:52,C9886,B1045,Bright Sea,Saurav Das,Fiction,759.6,1,759.6,UPI,Delhi
O101652,5/23/2023 17:29,C8279,B1052,Gentle Legends,Meera Roy,Romance,541.62,1,541.62,Card,Chennai
O101653,5/5/2024 5:37,C4994,B1028,Golden Song,Sana Iyer,Fantasy,1305.33,1,1305.33,Cash,Chennai
O101654,5/7/2023 0:46,C1729,B1111,Gentle Forest (112),Priya Gupta,History,303.7,1,303.7,Cash,Chennai
O101655,6/7/2024 15:07,C3323,B1034,Midnight Machine,Arjun Gupta,Non-Fiction,1039.26,1,1039.26,Cash,Bengaluru
O101656,8/21/2023 15:33,C7314,B1083,Golden Storms (84),Sana Verma,Fiction,1086.14,2,2172.28,Card,Hyderabad
O101657,8/20/2023 14:00,C2841,B1003,Hidden Paths - Vol 4,Tara Roy,Sci-Fi,707.37,5,3536.85,NetBanking,Mumbai
O101658,8/18/2023 3:42,C5617,B1090,Forgotten Skies - Vol 4,Nisha Verma,Non-Fiction,973.84,1,973.84,UPI,Delhi
O101659,12/8/2023 4:18,C6906,B1059,Broken Memory,Amit Verma,Children,1178.38,1,1178.38,Cash,Kolkata
O101660,6/4/2023 6:28,C8022,B1110,Golden Skies,Meera Patel,Children,970.99,2,1941.98,UPI,Mumbai
O101661,6/3/2023 10:58,C5702,B1082,Golden Empire - Vol 10,Ananya Verma,Biography,431.7,1,431.7,UPI,Delhi
O101662,7/27/2025 18:10,C7047,B1089,Lost Paths,Deepak Roy,Sci-Fi,268.99,1,268.99,UPI,Delhi
O101663,6/1/2025 5:24,C3401,B1042,Ancient Sea,Amit Mehta,Fiction,503.15,2,1006.3,UPI,Mumbai
O101664,4/2/2024 17:25,C2102,B1055,Lost Garden - Vol 9,Ananya Iyer,Biography,198.64,1,198.64,Cash,Pune
O101665,5/29/2023 3:17,C6292,B1011,Hidden Machine,Rhea Roy,Sci-Fi,773.87,1,773.87,Card,Mumbai
O101666,12/28/2023 11:37,C9097,B1010,Shadow Sea,Sameer Verma,Biography,999.49,2,1998.98,NetBanking,Ahmedabad
O101667,9/8/2024 23:10,C6463,B1037,Crimson Skies,Saurav Mehta,Biography,841.51,1,841.51,Card,Bengaluru
O101668,3/4/2024 20:00,C9144,B1005,Gentle Forest,Arjun Sharma,Biography,467.94,1,467.94,NetBanking,Bengaluru
O101669,3/27/2023 21:09,C7911,B1041,Lonely Mirror,Siddharth Verma,Biography,332.26,4,1329.04,Card,Delhi
O101670,1/6/2024 0:06,C4330,B1071,Golden Promises,Siddharth Khan,Romance,924.14,2,1848.28,Cash,Hyderabad
O101671,4/30/2024 4:51,C2804,B1119,Golden Echoes - Vol 4,Rahul Singh,History,222.93,3,668.79,Cash,Hyderabad
O101672,5/19/2025 5:04,C5828,B1067,Fading Promises,Meera Desai,Fantasy,381.92,2,763.84,NetBanking,Mumbai
O101673,8/11/2025 15:19,C4973,B1109,Hidden Sea,Deepak Patel,History,585.14,3,1755.42,Card,Bengaluru
O101674,2/3/2025 5:01,C2920,B1036,Bright Song,Deepak Desai,Fiction,148.87,1,148.87,Card,Pune
O101675,12/13/2024 15:27,C7089,B1012,Whispering Rivers,Saurav Bose,Fiction,1177.04,2,2354.08,Cash,Delhi
O101676,3/17/2023 17:21,C3591,B1056,Golden Storms,Sana Mehta,Children,1452.87,1,1452.87,Cash,Mumbai
O101677,5/25/2023 2:52,C5014,B1095,Wild Paths,Deepak Bose,Fantasy,1162.87,1,1162.87,Cash,Kolkata
O101678,5/1/2025 15:09,C3452,B1010,Shadow Sea,Sameer Verma,Children,630.26,1,630.26,Card,Ahmedabad
O101679,2/5/2025 19:12,C5907,B1044,Midnight Garden,Tara Mehta,Mystery,286.1,1,286.1,NetBanking,Pune
O101680,3/30/2024 23:28,C1216,B1110,Golden Skies,Meera Patel,Fantasy,596.62,2,1193.24,UPI,Delhi
O101681,3/3/2023 23:23,C1526,B1028,Golden Song,Sana Iyer,Mystery,587.9,1,587.9,Card,Mumbai
O101682,2/10/2024 15:25,C8443,B1077,Secret Dreams,Karan Iyer,Fiction,204.26,1,204.26,UPI,Chennai
O101683,3/9/2024 5:42,C5453,B1066,Secret Song,Saurav Das,Romance,742.95,1,742.95,Cash,Pune
O101684,1/30/2025 7:42,C7560,B1092,Lost Echoes,Ananya Khan,Mystery,1323.39,1,1323.39,Cash,Bengaluru
O101685,7/8/2023 20:21,C2264,B1088,Ancient Cities,Priya Iyer,Biography,692.04,1,692.04,NetBanking,Ahmedabad
O101686,10/30/2024 23:22,C7637,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Fantasy,970.05,1,970.05,NetBanking,Mumbai
O101687,4/2/2025 13:31,C7950,B1037,Crimson Skies,Saurav Mehta,Fiction,747.97,1,747.97,Card,Chennai
O101688,4/17/2023 2:49,C6942,B1006,Forgotten Stars,Maya Patel,Non-Fiction,1014.65,4,4058.6,UPI,Kolkata
O101689,10/16/2023 5:55,C9873,B1040,Wild Skies,Isha Bose,Romance,368.93,1,368.93,Cash,Delhi
O101690,9/3/2024 0:23,C6064,B1111,Gentle Forest (112),Priya Gupta,Romance,922.21,1,922.21,Card,Bengaluru
O101691,9/4/2023 9:48,C2393,B1051,Midnight Forest,Saurav Sharma,Fiction,530.06,1,530.06,Cash,Ahmedabad
O101692,2/19/2023 11:27,C2527,B1059,Broken Memory,Amit Verma,Fiction,344.31,2,688.62,UPI,Kolkata
O101693,2/8/2025 10:16,C7523,B1042,Ancient Sea,Amit Mehta,Fantasy,1082.82,1,1082.82,Card,Hyderabad
O101694,1/13/2025 12:57,C3122,B1070,Silent Rivers,Amit Verma,Biography,940.82,2,1881.64,Cash,Hyderabad
O101695,7/7/2025 18:20,C2654,B1034,Midnight Machine,Arjun Gupta,Biography,280.62,1,280.62,Card,Kolkata
O101696,3/26/2025 13:54,C8814,B1035,Gentle Paths,Karan Iyer,Children,865.04,1,865.04,Cash,Chennai
O101697,6/5/2023 16:51,C2290,B1026,Glowing Empire,Ananya Verma,Mystery,937.43,1,937.43,Cash,Bengaluru
O101698,4/6/2025 23:49,C3307,B1027,Burning Voices,Karan Bose,Romance,528.63,1,528.63,Card,Hyderabad
O101699,3/15/2025 4:46,C6554,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Self-Help,1319.64,1,1319.64,UPI,Hyderabad
O101700,5/26/2025 15:41,C1655,B1036,Bright Song,Deepak Desai,Children,231.17,3,693.51,NetBanking,Bengaluru
O101701,9/17/2024 22:05,C2228,B1089,Lost Paths,Deepak Roy,Romance,768.01,1,768.01,Card,Ahmedabad
O101702,4/4/2025 0:32,C3336,B1029,Forgotten Forest,Deepak Mehta,Non-Fiction,230.58,1,230.58,UPI,Delhi
O101703,4/7/2023 16:33,C6139,B1107,Forgotten Song - Vol 3,Nisha Mehta,Self-Help,1382.87,1,1382.87,Card,Chennai
O101704,3/11/2023 10:11,C6952,B1089,Lost Paths,Deepak Roy,Mystery,502.08,3,1506.24,UPI,Delhi
O101705,7/3/2023 16:46,C5226,B1000,Bright Paths,Ananya Das,Non-Fiction,565.55,5,2827.75,NetBanking,Chennai
O101706,10/27/2024 5:06,C3031,B1089,Lost Paths,Deepak Roy,Self-Help,364.29,2,728.58,NetBanking,Kolkata
O101707,5/29/2025 10:26,C7568,B1071,Golden Promises,Siddharth Khan,Fantasy,1225.52,1,1225.52,NetBanking,Mumbai
O101708,1/11/2024 18:39,C6138,B1017,Shadow Promises,Tara Bose,Self-Help,920.71,3,2762.13,UPI,Delhi
O101709,6/2/2024 16:23,C5306,B1041,Lonely Mirror,Siddharth Verma,Biography,783.68,2,1567.36,Cash,Kolkata
O101710,12/17/2024 20:25,C1130,B1117,Glowing Echoes,Rohit Khan,Romance,972.13,1,972.13,Card,Delhi
O101711,1/20/2024 5:45,C7541,B1117,Glowing Echoes,Rohit Khan,Sci-Fi,238.78,2,477.56,Cash,Bengaluru
O101712,6/14/2025 16:49,C2531,B1032,Hidden Skies - Vol 3,Nisha Gupta,Biography,901.75,1,901.75,UPI,Ahmedabad
O101713,10/19/2024 19:28,C8616,B1001,Golden Echoes - Vol 2,Maya Sharma,Self-Help,1008.02,1,1008.02,Cash,Delhi
O101714,1/19/2025 3:56,C7503,B1053,Whispering Sea (54),Nisha Iyer,Mystery,295.27,1,295.27,NetBanking,Bengaluru
O101715,12/3/2023 2:20,C6198,B1081,Lost Promises - Vol 2,Sana Iyer,Biography,648.45,1,648.45,UPI,Ahmedabad
O101716,12/20/2024 17:20,C2873,B1032,Hidden Skies - Vol 3,Nisha Gupta,Romance,1271.98,1,1271.98,UPI,Ahmedabad
O101717,7/12/2024 5:40,C8699,B1010,Shadow Sea,Sameer Verma,Fiction,1259.52,1,1259.52,Card,Bengaluru
O101718,8/4/2024 1:08,C7230,B1112,Ancient Echoes,Ananya Das,Fantasy,814.39,1,814.39,Cash,Hyderabad
O101719,4/29/2024 7:46,C1886,B1065,Crimson Skies (66),Tara Bose,Biography,1258.96,1,1258.96,Card,Kolkata
O101720,10/4/2023 9:10,C3885,B1024,Lost Legends,Karan Mehta,Biography,734.19,1,734.19,Cash,Mumbai
O101721,10/8/2023 14:44,C2338,B1015,Lonely Rivers,Maya Singh,Non-Fiction,1314.62,1,1314.62,UPI,Ahmedabad
O101722,6/21/2024 7:47,C5250,B1095,Wild Paths,Deepak Bose,Biography,424.05,1,424.05,Card,Kolkata
